,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,x_Coordinate,y_Coordinate,height,width,region_attributes,Type
154,29.jpg,1670838,{},3,1,"{""name"":""rect"",""x"":710,""y"":291,""width"":103,""height"":85}",710,291,85,103,"{""Type"":""not_two_wheeler""}",not_two_wheeler
155,29.jpg,1670838,{},3,2,"{""name"":""rect"",""x"":512,""y"":318,""width"":44,""height"":37}",512,318,37,44,"{""Type"":""not_two_wheeler""}",not_two_wheeler
156,30.jpg,1462954,{},2,0,"{""name"":""rect"",""x"":245,""y"":541,""width"":199,""height"":163}",245,541,163,199,"{""Type"":""not_two_wheeler""}",not_two_wheeler
157,30.jpg,1462954,{},2,1,"{""name"":""rect"",""x"":727,""y"":497,""width"":168,""height"":117}",727,497,117,168,"{""Type"":""not_two_wheeler""}",not_two_wheeler
158,31.jpg,2054987,{},6,0,"{""name"":""rect"",""x"":823,""y"":358,""width"":383,""height"":239}",823,358,239,383,"{""Type"":""not_two_wheeler""}",not_two_wheeler
159,31.jpg,2054987,{},6,1,"{""name"":""rect"",""x"":733,""y"":452,""width"":132,""height"":81}",733,452,81,132,"{""Type"":""not_two_wheeler""}",not_two_wheeler
160,31.jpg,2054987,{},6,2,"{""name"":""rect"",""x"":679,""y"":306,""width"":134,""height"":86}",679,306,86,134,"{""Type"":""not_two_wheeler""}",not_two_wheeler
161,31.jpg,2054987,{},6,3,"{""name"":""rect"",""x"":696,""y"":384,""width"":73,""height"":64}",696,384,64,73,"{""Type"":""not_two_wheeler""}",not_two_wheeler
162,31.jpg,2054987,{},6,4,"{""name"":""rect"",""x"":576,""y"":252,""width"":68,""height"":42}",576,252,42,68,"{""Type"":""not_two_wheeler""}",not_two_wheeler
163,31.jpg,2054987,{},6,5,"{""name"":""rect"",""x"":996,""y"":280,""width"":50,""height"":31}",996,280,31,50,"{""Type"":""not_two_wheeler""}",not_two_wheeler
164,32.jpg,1702336,{},7,0,"{""name"":""rect"",""x"":380,""y"":398,""width"":123,""height"":78}",380,398,78,123,"{""Type"":""not_two_wheeler""}",not_two_wheeler
165,32.jpg,1702336,{},7,1,"{""name"":""rect"",""x"":729,""y"":438,""width"":117,""height"":76}",729,438,76,117,"{""Type"":""not_two_wheeler""}",not_two_wheeler
166,32.jpg,1702336,{},7,2,"{""name"":""rect"",""x"":800,""y"":395,""width"":105,""height"":60}",800,395,60,105,"{""Type"":""not_two_wheeler""}",not_two_wheeler
167,32.jpg,1702336,{},7,3,"{""name"":""rect"",""x"":520,""y"":273,""width"":95,""height"":68}",520,273,68,95,"{""Type"":""not_two_wheeler""}",not_two_wheeler
168,32.jpg,1702336,{},7,4,"{""name"":""rect"",""x"":719,""y"":275,""width"":85,""height"":62}",719,275,62,85,"{""Type"":""not_two_wheeler""}",not_two_wheeler
169,32.jpg,1702336,{},7,5,"{""name"":""rect"",""x"":702,""y"":356,""width"":64,""height"":48}",702,356,48,64,"{""Type"":""not_two_wheeler""}",not_two_wheeler
170,32.jpg,1702336,{},7,6,"{""name"":""rect"",""x"":671,""y"":267,""width"":41,""height"":36}",671,267,36,41,"{""Type"":""not_two_wheeler""}",not_two_wheeler
171,33.jpg,1638603,{},5,0,"{""name"":""rect"",""x"":180,""y"":339,""width"":380,""height"":297}",180,339,297,380,"{""Type"":""not_two_wheeler""}",not_two_wheeler
172,33.jpg,1638603,{},5,1,"{""name"":""rect"",""x"":723,""y"":320,""width"":58,""height"":35}",723,320,35,58,"{""Type"":""not_two_wheeler""}",not_two_wheeler
173,33.jpg,1638603,{},5,2,"{""name"":""rect"",""x"":714,""y"":290,""width"":50,""height"":26}",714,290,26,50,"{""Type"":""not_two_wheeler""}",not_two_wheeler
174,33.jpg,1638603,{},5,3,"{""name"":""rect"",""x"":705,""y"":255,""width"":50,""height"":40}",705,255,40,50,"{""Type"":""not_two_wheeler""}",not_two_wheeler
175,33.jpg,1638603,{},5,4,"{""name"":""rect"",""x"":573,""y"":289,""width"":40,""height"":23}",573,289,23,40,"{""Type"":""not_two_wheeler""}",not_two_wheeler
176,34.jpg,165448,{},5,0,"{""name"":""rect"",""x"":158,""y"":611,""width"":143,""height"":107}",158,611,107,143,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
177,34.jpg,165448,{},5,1,"{""name"":""rect"",""x"":363,""y"":253,""width"":69,""height"":105}",363,253,105,69,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
178,34.jpg,165448,{},5,2,"{""name"":""rect"",""x"":449,""y"":162,""width"":82,""height"":100}",449,162,100,82,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
179,34.jpg,165448,{},5,3,"{""name"":""rect"",""x"":885,""y"":266,""width"":200,""height"":184}",885,266,184,200,"{""Type"":""not_two_wheeler""}",not_two_wheeler
180,34.jpg,165448,{},5,4,"{""name"":""rect"",""x"":583,""y"":32,""width"":45,""height"":62}",583,32,62,45,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
181,35.jpg,160147,{},5,0,"{""name"":""rect"",""x"":980,""y"":487,""width"":266,""height"":230}",980,487,230,266,"{""Type"":""not_two_wheeler""}",not_two_wheeler
182,35.jpg,160147,{},5,1,"{""name"":""rect"",""x"":410,""y"":520,""width"":130,""height"":167}",410,520,167,130,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
183,35.jpg,160147,{},5,2,"{""name"":""rect"",""x"":302,""y"":410,""width"":121,""height"":143}",302,410,143,121,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
184,35.jpg,160147,{},5,3,"{""name"":""rect"",""x"":413,""y"":176,""width"":65,""height"":92}",413,176,92,65,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
185,35.jpg,160147,{},5,4,"{""name"":""rect"",""x"":487,""y"":108,""width"":53,""height"":82}",487,108,82,53,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
186,36.jpg,1326532,{},5,0,"{""name"":""rect"",""x"":284,""y"":365,""width"":99,""height"":140}",284,365,140,99,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
187,36.jpg,1326532,{},5,1,"{""name"":""rect"",""x"":528,""y"":207,""width"":87,""height"":116}",528,207,116,87,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
188,36.jpg,1326532,{},5,2,"{""name"":""rect"",""x"":435,""y"":200,""width"":67,""height"":108}",435,200,108,67,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
189,36.jpg,1326532,{},5,3,"{""name"":""rect"",""x"":856,""y"":80,""width"":77,""height"":80}",856,80,80,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
190,36.jpg,1326532,{},5,4,"{""name"":""rect"",""x"":481,""y"":81,""width"":51,""height"":68}",481,81,68,51,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
191,37.jpg,1336773,{},7,0,"{""name"":""rect"",""x"":1018,""y"":238,""width"":105,""height"":137}",1018,238,137,105,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
192,37.jpg,1336773,{},7,1,"{""name"":""rect"",""x"":910,""y"":209,""width"":83,""height"":107}",910,209,107,83,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
193,37.jpg,1336773,{},7,2,"{""name"":""rect"",""x"":357,""y"":426,""width"":104,""height"":150}",357,426,150,104,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
194,37.jpg,1336773,{},7,3,"{""name"":""rect"",""x"":440,""y"":195,""width"":69,""height"":96}",440,195,96,69,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
195,37.jpg,1336773,{},7,4,"{""name"":""rect"",""x"":861,""y"":114,""width"":48,""height"":96}",861,114,96,48,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
196,37.jpg,1336773,{},7,5,"{""name"":""rect"",""x"":521,""y"":90,""width"":41,""height"":71}",521,90,71,41,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
197,37.jpg,1336773,{},7,6,"{""name"":""rect"",""x"":571,""y"":119,""width"":56,""height"":82}",571,119,82,56,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
198,38.jpg,1631937,{},7,0,"{""name"":""rect"",""x"":1179,""y"":512,""width"":99,""height"":203}",1179,512,203,99,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
199,38.jpg,1631937,{},7,1,"{""name"":""rect"",""x"":267,""y"":461,""width"":105,""height"":160}",267,461,160,105,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
200,38.jpg,1631937,{},7,2,"{""name"":""rect"",""x"":791,""y"":322,""width"":186,""height"":214}",791,322,214,186,"{""Type"":""not_two_wheeler""}",not_two_wheeler
201,38.jpg,1631937,{},7,3,"{""name"":""rect"",""x"":499,""y"":311,""width"":90,""height"":122}",499,311,122,90,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
202,38.jpg,1631937,{},7,4,"{""name"":""rect"",""x"":471,""y"":195,""width"":53,""height"":92}",471,195,92,53,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
203,38.jpg,1631937,{},7,5,"{""name"":""rect"",""x"":937,""y"":113,""width"":50,""height"":95}",937,113,95,50,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
204,38.jpg,1631937,{},7,6,"{""name"":""rect"",""x"":840,""y"":69,""width"":56,""height"":73}",840,69,73,56,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
205,39.jpg,1310018,{},8,0,"{""name"":""rect"",""x"":1014,""y"":295,""width"":109,""height"":160}",1014,295,160,109,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
206,39.jpg,1310018,{},8,1,"{""name"":""rect"",""x"":953,""y"":180,""width"":86,""height"":116}",953,180,116,86,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
207,39.jpg,1310018,{},8,2,"{""name"":""rect"",""x"":793,""y"":261,""width"":158,""height"":172}",793,261,172,158,"{""Type"":""not_two_wheeler""}",not_two_wheeler
208,39.jpg,1310018,{},8,3,"{""name"":""rect"",""x"":336,""y"":447,""width"":109,""height"":157}",336,447,157,109,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
209,39.jpg,1310018,{},8,4,"{""name"":""rect"",""x"":381,""y"":312,""width"":91,""height"":118}",381,312,118,91,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
210,39.jpg,1310018,{},8,5,"{""name"":""rect"",""x"":389,""y"":209,""width"":69,""height"":92}",389,209,92,69,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
211,39.jpg,1310018,{},8,6,"{""name"":""rect"",""x"":733,""y"":89,""width"":101,""height"":94}",733,89,94,101,"{""Type"":""not_two_wheeler""}",not_two_wheeler
212,39.jpg,1310018,{},8,7,"{""name"":""rect"",""x"":466,""y"":127,""width"":49,""height"":87}",466,127,87,49,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
213,40.jpg,1747286,{},10,0,"{""name"":""rect"",""x"":390,""y"":625,""width"":122,""height"":91}",390,625,91,122,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
214,40.jpg,1747286,{},10,1,"{""name"":""rect"",""x"":271,""y"":489,""width"":101,""height"":172}",271,489,172,101,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
215,40.jpg,1747286,{},10,2,"{""name"":""rect"",""x"":398,""y"":366,""width"":76,""height"":135}",398,366,135,76,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
216,40.jpg,1747286,{},10,3,"{""name"":""rect"",""x"":514,""y"":325,""width"":160,""height"":167}",514,325,167,160,"{""Type"":""not_two_wheeler""}",not_two_wheeler
217,40.jpg,1747286,{},10,4,"{""name"":""rect"",""x"":793,""y"":189,""width"":139,""height"":146}",793,189,146,139,"{""Type"":""not_two_wheeler""}",not_two_wheeler
218,40.jpg,1747286,{},10,5,"{""name"":""rect"",""x"":526,""y"":175,""width"":58,""height"":90}",526,175,90,58,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
219,40.jpg,1747286,{},10,6,"{""name"":""rect"",""x"":366,""y"":275,""width"":74,""height"":92}",366,275,92,74,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
220,40.jpg,1747286,{},10,7,"{""name"":""rect"",""x"":729,""y"":9,""width"":78,""height"":68}",729,9,68,78,"{""Type"":""not_two_wheeler""}",not_two_wheeler
221,40.jpg,1747286,{},10,8,"{""name"":""rect"",""x"":552,""y"":81,""width"":126,""height"":90}",552,81,90,126,"{""Type"":""not_two_wheeler""}",not_two_wheeler
222,40.jpg,1747286,{},10,9,"{""name"":""rect"",""x"":1155,""y"":544,""width"":118,""height"":172}",1155,544,172,118,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
223,41.jpg,1538018,{},6,0,"{""name"":""rect"",""x"":399,""y"":489,""width"":119,""height"":169}",399,489,169,119,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
224,41.jpg,1538018,{},6,1,"{""name"":""rect"",""x"":286,""y"":368,""width"":91,""height"":131}",286,368,131,91,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
225,41.jpg,1538018,{},6,2,"{""name"":""rect"",""x"":779,""y"":200,""width"":132,""height"":146}",779,200,146,132,"{""Type"":""not_two_wheeler""}",not_two_wheeler
226,41.jpg,1538018,{},6,3,"{""name"":""rect"",""x"":496,""y"":217,""width"":135,""height"":134}",496,217,134,135,"{""Type"":""not_two_wheeler""}",not_two_wheeler
227,41.jpg,1538018,{},6,4,"{""name"":""rect"",""x"":430,""y"":171,""width"":58,""height"":91}",430,171,91,58,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
228,41.jpg,1538018,{},6,5,"{""name"":""rect"",""x"":374,""y"":272,""width"":58,""height"":100}",374,272,100,58,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
229,42.jpg,1413976,{},10,0,"{""name"":""rect"",""x"":1150,""y"":537,""width"":126,""height"":180}",1150,537,180,126,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
230,42.jpg,1413976,{},10,1,"{""name"":""rect"",""x"":143,""y"":619,""width"":141,""height"":95}",143,619,95,141,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
231,42.jpg,1413976,{},10,2,"{""name"":""rect"",""x"":840,""y"":398,""width"":117,""height"":175}",840,398,175,117,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
232,42.jpg,1413976,{},10,3,"{""name"":""rect"",""x"":350,""y"":340,""width"":89,""height"":136}",350,340,136,89,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
233,42.jpg,1413976,{},10,4,"{""name"":""rect"",""x"":526,""y"":244,""width"":134,""height"":153}",526,244,153,134,"{""Type"":""not_two_wheeler""}",not_two_wheeler
234,42.jpg,1413976,{},10,5,"{""name"":""rect"",""x"":935,""y"":153,""width"":77,""height"":118}",935,153,118,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
235,42.jpg,1413976,{},10,6,"{""name"":""rect"",""x"":840,""y"":126,""width"":76,""height"":99}",840,126,99,76,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
236,42.jpg,1413976,{},10,7,"{""name"":""rect"",""x"":395,""y"":56,""width"":59,""height"":89}",395,56,89,59,"{""Type"":""not_two_wheeler""}",not_two_wheeler
237,42.jpg,1413976,{},10,8,"{""name"":""rect"",""x"":806,""y"":41,""width"":51,""height"":76}",806,41,76,51,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
238,42.jpg,1413976,{},10,9,"{""name"":""rect"",""x"":501,""y"":53,""width"":58,""height"":78}",501,53,78,58,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
239,43.jpg,1338915,{},10,0,"{""name"":""rect"",""x"":252,""y"":515,""width"":114,""height"":172}",252,515,172,114,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
240,43.jpg,1338915,{},10,1,"{""name"":""rect"",""x"":956,""y"":547,""width"":121,""height"":171}",956,547,171,121,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
241,43.jpg,1338915,{},10,2,"{""name"":""rect"",""x"":1076,""y"":381,""width"":114,""height"":178}",1076,381,178,114,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
242,43.jpg,1338915,{},10,3,"{""name"":""rect"",""x"":485,""y"":345,""width"":157,""height"":198}",485,345,198,157,"{""Type"":""not_two_wheeler""}",not_two_wheeler
243,43.jpg,1338915,{},10,4,"{""name"":""rect"",""x"":808,""y"":272,""width"":94,""height"":135}",808,272,135,94,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
244,43.jpg,1338915,{},10,5,"{""name"":""rect"",""x"":480,""y"":94,""width"":55,""height"":76}",480,94,76,55,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
245,43.jpg,1338915,{},10,6,"{""name"":""rect"",""x"":901,""y"":109,""width"":77,""height"":112}",901,109,112,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
246,43.jpg,1338915,{},10,7,"{""name"":""rect"",""x"":828,""y"":83,""width"":56,""height"":81}",828,83,81,56,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
247,43.jpg,1338915,{},10,8,"{""name"":""rect"",""x"":571,""y"":0,""width"":82,""height"":77}",571,0,77,82,"{""Type"":""not_two_wheeler""}",not_two_wheeler
248,43.jpg,1338915,{},10,9,"{""name"":""rect"",""x"":799,""y"":24,""width"":39,""height"":65}",799,24,65,39,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
249,44.jpg,1427848,{},8,0,"{""name"":""rect"",""x"":1129,""y"":426,""width"":117,""height"":193}",1129,426,193,117,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
250,44.jpg,1427848,{},8,1,"{""name"":""rect"",""x"":947,""y"":243,""width"":100,""height"":136}",947,243,136,100,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
251,44.jpg,1427848,{},8,2,"{""name"":""rect"",""x"":312,""y"":407,""width"":117,""height"":146}",312,407,146,117,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
252,44.jpg,1427848,{},8,3,"{""name"":""rect"",""x"":479,""y"":342,""width"":177,""height"":162}",479,342,162,177,"{""Type"":""not_two_wheeler""}",not_two_wheeler
253,44.jpg,1427848,{},8,4,"{""name"":""rect"",""x"":368,""y"":239,""width"":77,""height"":112}",368,239,112,77,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
254,44.jpg,1427848,{},8,5,"{""name"":""rect"",""x"":440,""y"":132,""width"":72,""height"":82}",440,132,82,72,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
255,44.jpg,1427848,{},8,6,"{""name"":""rect"",""x"":546,""y"":162,""width"":108,""height"":104}",546,162,104,108,"{""Type"":""not_two_wheeler""}",not_two_wheeler
256,44.jpg,1427848,{},8,7,"{""name"":""rect"",""x"":579,""y"":69,""width"":92,""height"":85}",579,69,85,92,"{""Type"":""not_two_wheeler""}",not_two_wheeler
257,45.jpg,1416202,{},8,0,"{""name"":""rect"",""x"":940,""y"":163,""width"":113,""height"":116}",940,163,116,113,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
258,45.jpg,1416202,{},8,1,"{""name"":""rect"",""x"":855,""y"":107,""width"":64,""height"":92}",855,107,92,64,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
259,45.jpg,1416202,{},8,2,"{""name"":""rect"",""x"":244,""y"":417,""width"":109,""height"":146}",244,417,146,109,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
260,45.jpg,1416202,{},8,3,"{""name"":""rect"",""x"":463,""y"":362,""width"":163,""height"":181}",463,362,181,163,"{""Type"":""not_two_wheeler""}",not_two_wheeler
261,45.jpg,1416202,{},8,4,"{""name"":""rect"",""x"":376,""y"":241,""width"":85,""height"":103}",376,241,103,85,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
262,45.jpg,1416202,{},8,5,"{""name"":""rect"",""x"":535,""y"":190,""width"":150,""height"":126}",535,190,126,150,"{""Type"":""not_two_wheeler""}",not_two_wheeler
263,45.jpg,1416202,{},8,6,"{""name"":""rect"",""x"":434,""y"":101,""width"":85,""height"":91}",434,101,91,85,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
264,45.jpg,1416202,{},8,7,"{""name"":""rect"",""x"":588,""y"":13,""width"":98,""height"":74}",588,13,74,98,"{""Type"":""not_two_wheeler""}",not_two_wheeler
265,46.jpg,1286684,{},6,0,"{""name"":""rect"",""x"":1050,""y"":342,""width"":157,""height"":182}",1050,342,182,157,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
266,46.jpg,1286684,{},6,1,"{""name"":""rect"",""x"":903,""y"":587,""width"":232,""height"":128}",903,587,128,232,"{""Type"":""not_two_wheeler""}",not_two_wheeler
267,46.jpg,1286684,{},6,2,"{""name"":""rect"",""x"":561,""y"":143,""width"":130,""height"":134}",561,143,134,130,"{""Type"":""not_two_wheeler""}",not_two_wheeler
268,46.jpg,1286684,{},6,3,"{""name"":""rect"",""x"":869,""y"":59,""width"":58,""height"":76}",869,59,76,58,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
269,46.jpg,1286684,{},6,4,"{""name"":""rect"",""x"":763,""y"":40,""width"":89,""height"":85}",763,40,85,89,"{""Type"":""not_two_wheeler""}",not_two_wheeler
270,46.jpg,1286684,{},6,5,"{""name"":""rect"",""x"":571,""y"":48,""width"":48,""height"":68}",571,48,68,48,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
271,47.jpg,1112652,{},3,0,"{""name"":""rect"",""x"":551,""y"":146,""width"":77,""height"":94}",551,146,94,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
272,47.jpg,1112652,{},3,1,"{""name"":""rect"",""x"":781,""y"":110,""width"":122,""height"":105}",781,110,105,122,"{""Type"":""not_two_wheeler""}",not_two_wheeler
273,47.jpg,1112652,{},3,2,"{""name"":""rect"",""x"":607,""y"":41,""width"":82,""height"":80}",607,41,80,82,"{""Type"":""not_two_wheeler""}",not_two_wheeler
274,48.jpg,1253210,{},4,0,"{""name"":""rect"",""x"":507,""y"":100,""width"":59,""height"":80}",507,100,80,59,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
275,48.jpg,1253210,{},4,1,"{""name"":""rect"",""x"":497,""y"":302,""width"":149,""height"":171}",497,302,171,149,"{""Type"":""not_two_wheeler""}",not_two_wheeler
276,48.jpg,1253210,{},4,2,"{""name"":""rect"",""x"":797,""y"":167,""width"":163,""height"":180}",797,167,180,163,"{""Type"":""not_two_wheeler""}",not_two_wheeler
277,48.jpg,1253210,{},4,3,"{""name"":""rect"",""x"":583,""y"":65,""width"":98,""height"":87}",583,65,87,98,"{""Type"":""not_two_wheeler""}",not_two_wheeler
278,49.jpg,1400265,{},5,0,"{""name"":""rect"",""x"":307,""y"":348,""width"":96,""height"":145}",307,348,145,96,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
279,49.jpg,1400265,{},5,1,"{""name"":""rect"",""x"":472,""y"":458,""width"":96,""height"":172}",472,458,172,96,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
280,49.jpg,1400265,{},5,2,"{""name"":""rect"",""x"":867,""y"":575,""width"":257,""height"":143}",867,575,143,257,"{""Type"":""not_two_wheeler""}",not_two_wheeler
281,49.jpg,1400265,{},5,3,"{""name"":""rect"",""x"":576,""y"":116,""width"":96,""height"":94}",576,116,94,96,"{""Type"":""not_two_wheeler""}",not_two_wheeler
282,49.jpg,1400265,{},5,4,"{""name"":""rect"",""x"":603,""y"":-1,""width"":85,""height"":65}",603,-1,65,85,"{""Type"":""not_two_wheeler""}",not_two_wheeler
283,50.jpg,1531238,{},6,0,"{""name"":""rect"",""x"":520,""y"":456,""width"":122,""height"":167}",520,456,167,122,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
284,50.jpg,1531238,{},6,1,"{""name"":""rect"",""x"":498,""y"":200,""width"":60,""height"":109}",498,200,109,60,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
285,50.jpg,1531238,{},6,2,"{""name"":""rect"",""x"":566,""y"":203,""width"":148,""height"":118}",566,203,118,148,"{""Type"":""not_two_wheeler""}",not_two_wheeler
286,50.jpg,1531238,{},6,3,"{""name"":""rect"",""x"":790,""y"":83,""width"":100,""height"":101}",790,83,101,100,"{""Type"":""not_two_wheeler""}",not_two_wheeler
287,50.jpg,1531238,{},6,4,"{""name"":""rect"",""x"":510,""y"":67,""width"":103,""height"":89}",510,67,89,103,"{""Type"":""not_two_wheeler""}",not_two_wheeler
288,50.jpg,1531238,{},6,5,"{""name"":""rect"",""x"":618,""y"":17,""width"":101,""height"":71}",618,17,71,101,"{""Type"":""not_two_wheeler""}",not_two_wheeler
289,51.jpg,1463101,{},5,0,"{""name"":""rect"",""x"":574,""y"":350,""width"":94,""height"":148}",574,350,148,94,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
290,51.jpg,1463101,{},5,1,"{""name"":""rect"",""x"":797,""y"":118,""width"":109,""height"":99}",797,118,99,109,"{""Type"":""not_two_wheeler""}",not_two_wheeler
291,51.jpg,1463101,{},5,2,"{""name"":""rect"",""x"":587,""y"":154,""width"":123,""height"":123}",587,154,123,123,"{""Type"":""not_two_wheeler""}",not_two_wheeler
292,51.jpg,1463101,{},5,3,"{""name"":""rect"",""x"":521,""y"":144,""width"":50,""height"":103}",521,144,103,50,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
293,51.jpg,1463101,{},5,4,"{""name"":""rect"",""x"":529,""y"":50,""width"":87,""height"":81}",529,50,81,87,"{""Type"":""not_two_wheeler""}",not_two_wheeler
294,52.jpg,1298582,{},4,0,"{""name"":""rect"",""x"":267,""y"":512,""width"":121,""height"":168}",267,512,168,121,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
295,52.jpg,1298582,{},4,1,"{""name"":""rect"",""x"":845,""y"":303,""width"":185,""height"":204}",845,303,204,185,"{""Type"":""not_two_wheeler""}",not_two_wheeler
296,52.jpg,1298582,{},4,2,"{""name"":""rect"",""x"":627,""y"":123,""width"":74,""height"":86}",627,123,86,74,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
297,52.jpg,1298582,{},4,3,"{""name"":""rect"",""x"":627,""y"":32,""width"":83,""height"":80}",627,32,80,83,"{""Type"":""not_two_wheeler""}",not_two_wheeler
298,53.jpg,1218986,{},3,0,"{""name"":""rect"",""x"":392,""y"":478,""width"":125,""height"":168}",392,478,168,125,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
299,53.jpg,1218986,{},3,1,"{""name"":""rect"",""x"":483,""y"":190,""width"":77,""height"":98}",483,190,98,77,"{""Type"":""not_two_wheeler""}",not_two_wheeler
300,53.jpg,1218986,{},3,2,"{""name"":""rect"",""x"":873,""y"":65,""width"":59,""height"":86}",873,65,86,59,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
